post_body,retweets,likes,comments,views,timestamp,n_words,post_eval,category
0 mina estúpido,,,,67,2024-05-02T21:52:28.000Z,"mina, estúpido","el post en cuestión contiene el texto ""mina estúpido"". en este contexto, el término ""mina"" se refiere a una persona que es objeto de la ira o la frustración, y ""estúpido"" es un adjetivo que se utiliza para describir a alguien que es considerado idiota o tonto. en este sentido, el post puede ser considerado como un ejemplo de insulto o de lenguaje ofensivo, pero no necesariamente como hate speech.

la razón es que, aunque el lenguaje utilizado es agresivo y ofensivo, no contiene elementos discriminatorios o de odio hacia una persona o grupo en particular, como serían características clave del hate speech. además, el contexto en el que se utiliza el lenguaje también es importante, ya que en este caso, no hay evidencia de que el autor tenga intención de promover la discriminación o el odio hacia alguien o algún grupo.",hate
Tu comentario cae en los estúpido pues lo ideal es que saque 0% y sus votos se vayan con el futuro presidente Torrijos,1.0,1.0,1.0,72,2024-04-30T20:46:45.000Z,estúpido,"el post presentado contiene elementos de hate speech. la mención a un futuro presidente, torrijos, sugiere que se está haciendo una crítica personalizada y despectiva hacia una persona, lo que puede generar sentimiento de rechazo y hostilidad hacia ella. además, la utilización del término ""estúpido"" es un lenguaje ofensivo y discriminatorio que puede causar dolor y exclusión. en general, el post exhibe un tono discriminatorio y hostil, lo que lo clasifica como hate speech.",hate
Son los lombi haters q se creen esa mierda. Digo pelaita tuvo mal en poner un tuit así pero vamos en serio juran q lo haría?? Jajajaj es tan estúpido creerse eso . Si fuéramos como USA ahí si preocúpate xq allá puede pasar eso pero aquí?? Jjajajaj,,1.0,1.0,10,2024-05-07T11:44:58.000Z,"mierda, pelaita, estúpido, jjajajaj","la explicación del post es que es un ejemplo de hate speech, específicamente en la categoría de ""discurso de odio contra un grupo social"" (en este caso, contra los lombi, un grupo étnico o racial). el autor del post utiliza lenguaje ofensivo y discriminatorio, como ""mierda"" y ""estúpido"", para insultar y ridiculizar a los lombi, y también hace un comentario discriminatorio sobre la posibilidad de que algo similar suceda en un país como estados unidos, sugiriendo que los lombi no son dignos de ser tratados con respeto en su propio país.",hate
"El panameño es estúpido y lo reelegirán, Ojalá me equivoque.",,1.0,,18,2024-05-03T16:24:19.000Z,estúpido,"la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene un mensaje discriminatorio y despectivo hacia una persona o grupo de personas (en este caso, los panameños) basado en su nacionalidad. la utilización de la palabra ""estúpido"" es un término despectivo y discriminatorio que puede causar daño emocional y marginalización a la persona o grupo afectado. además, el contexto de la publicación sugiere que el autor no solo está expresando una opinión negativa, sino que también está manifestando un deseo de ver a alguien sufrir o tener un mal resultado (en este caso, la reelección del panameño).",hate
Iván Duque rompió relaciones con Vzla que era el segundo importador de productos Colombianos y ahí si no dijiste nada. Se nota lo estúpido que eres.,,,,12,2024-05-02T00:26:15.000Z,"estúpido, vzla","la explicación del post es un ejemplo de hate speech, ya que contiene un lenguaje despectuoso y agresivo hacia una persona (iván duque) y utiliza un tono insultante y ofensivo. la frase ""lo estúpido que eres"" es un ejemplo de injuria y descalificación personal, que busca herir la dignidad y la reputación de la persona aludida. además, el post no aporta un argumento constructivo o una perspectiva diferente, sino que se enfoca en la agresión y la insulto.",hate
"Y a ti qué pinga te importa, estúpido de la verga",,,,6,2024-05-02T02:03:26.000Z,"estúpido, pinga, verga","la explicación del post es que se trata de un ejemplo claro de hate speech, ya que contiene lenguaje ofensivo, insultante y discriminatorio dirigido hacia una persona o grupo de personas. en este caso, el lenguaje utilizado es agresivo y despectivo, y su objetivo es generar rechazo, desprecio o incluso violencia hacia la persona o grupo al que se dirige. el uso de palabras como ""estúpido"" y ""de la verga"" tiene como efecto generar un clima de hostilidad y discriminación, y no contribuye a la resolución de conflictos ni a la construcción de un entorno respetuoso y inclusivo.",hate
Tan viejo y #estúpido,,,,2,2024-05-07T14:28:10.000Z,estúpido,"el post en cuestión contiene una frase insultante dirigida a una persona o grupo de personas, específicamente ""tan viejo y #estúpido"". esta expresión es un ejemplo de hate speech, ya que se utiliza para denigrar y menospreciar a alguien basado en su edad. el contexto de habla no es relevante para evaluar la naturaleza discriminatoria de la frase.",hate
"Les juro que escuchar a Gaby me da una rabia horrible 
El ser más estupido que existe!!! 
Si habla estupidez",,,,58,2024-05-02T00:04:30.000Z,"rabia, estupido, estupidez","la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene lenguaje discriminatorio y despectivo hacia una persona (gaby) y la describe con términos peyorativos (estupido). la intención del autor del post es generar una reacción negativa y discriminatoria hacia gaby, lo que viola los derechos humanos y las normas éticas de respeto y consideración hacia los demás.",hate
Soquete y estúpido,,4.0,,65,2024-05-04T14:04:48.000Z,"soquete, estúpido","la explicación del post es que contiene un lenguaje insultante y despectuoso, dirigido hacia alguien o algo, que puede ser interpretado como hate speech. el uso de palabras como ""soquete"" y ""estúpido"" tiene un tono despectivo y puede generar sentimientos negativos y de rechazo hacia la persona o cosa objeto de la crítica. sin embargo, es importante considerar el contexto en el que se emite el post, ya que puede ser posible que esté siendo utilizado en un sentido humorístico o irónico, o que esté siendo utilizado para expresar una opinión fuerte pero no necesariamente con un tono de odio o intolerancia. sin embargo, en general, el lenguaje utilizado en el post puede ser considerado como hate speech si se utiliza de manera que promueva el odio, la discriminación o la intolerancia hacia alguien o algo.",hate
Eres estupido?,,3.0,1.0,37,2024-05-07T02:50:04.000Z,0,"la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene un insulto dirigido a alguien (en este caso, ""estupido""), que puede ser considerado como una forma de bullying o de difamación.",no hate
Claro si el no es ejemplo de familia.... Como fue que dijo en la publicidad... Decidió dejar a su familia e hizo que su mujer dejara la de ella (los dos con hijos y casados) para construir su relación... Es un ESTÚPIDO,,,,26,2024-04-30T11:14:19.000Z,0,"la explicación del post es un ejemplo de hate speech, ya que contiene una serie de características que definen este tipo de comunicación. en este caso, el autor del post utiliza un lenguaje agresivo y despectivo al describir a la persona en cuestión como ""estúpido"", lo que es un ejemplo de insulto y descalificación personal. además, el post contiene una evaluación negativa y despectuosa de la decisión que tomó la persona, lo que sugiere una falta de empatía y comprensión.

además, el post contiene una evaluación moralista y judiciales, lo que sugiere que el autor se considera a sí mismo como una autoridad moral y que está justificado en juzgar y condenar la decisión de la otra persona. esto es un ejemplo de una actitud discriminatoria y de superioridad, que es común en el hate speech.

en resumen, el post contiene una serie de características que definen el hate speech, incluyendo lenguaje agresivo, descalificación personal, falta de empatía y evaluación moralista.",no hate
"Te doy totalmente la razón hermana...YO nací en Calidonia ,.pero también viví en Santa ANA y el FUCKIN JAIR tiene aún un estúpido IMPERIO bde CLIENTELISMO allí, igualito que el de CHELLO en el CHORRILLO.",,,,56,2024-05-07T21:27:34.000Z,"hermana, nací, calidonia, santa, ana, fuckin, jair, imperio, bde, clientelismo, chello, chorrillo","el post en cuestión es un ejemplo de discurso denigratorio y discriminatorio, que contiene lenguaje ofensivo y despectivo hacia una persona en particular (jair) y hacia un grupo social (los clientelistas) en un contexto político y social específico (la ciudad de santa ana, en calidonia). el lenguaje utilizado es agresivo y discriminatorio, y puede ser considerado como hate speech, ya que busca desacreditar y menospreciar a la persona y grupo en cuestión, y promover una actitud de odio y rechazo hacia ellos.",hate
"Si ackerman y willy hasta falsearon un post de fb. 
Y el estupido de ackerman lo comprobó  por mandar la captura completa.",,,1.0,15,2024-04-30T17:55:53.000Z,0,"el post en cuestión no se considera hate speech, ya que no contiene contenido discriminatorio, obsceno, amenazante o que incite la violencia contra un grupo determinado de personas. el lenguaje utilizado es neutral y simplemente describe un hecho, sin intención de ofender o discriminar a nadie. el contexto de la conversación parece ser una discusión entre dos personas, ackerman y willy, sobre un tema relacionado con facebook, y el post no contiene elementos que puedan ser considerados como hate speech.",no hate
Que tipo tan estupido,,,,25,2024-05-07T02:22:49.000Z,estupido,"el post en cuestión es un ejemplo de hate speech, ya que contiene un lenguaje ofensivo y discriminatorio que ataca a alguien o algún grupo de personas. en este caso, el uso del adjetivo ""estupido"" para describir a alguien es un lenguaje que puede ser considerado discriminatorio y ofensivo.",hate
El que tenga problema con eso es un verdadero estúpido .,,,,18,2024-05-03T14:48:43.000Z,estúpido,"el post en cuestión contiene un lenguaje ofensivo y discriminatorio, en el que se describe a alguien como ""estúpido"" por tener un problema con un tema específico. esta forma de expresión se considera hate speech (discurso de odio) porque promueve la discriminación y la descalificación de una persona o grupo de personas basada en su opinión o creencia.",hate
Es más estúpido robar.,,,,8,2024-05-03T16:56:49.000Z,0,"la explicación del post es que no se considera hate speech. la razón es que el contenido del post es una simple afirmación ética y moral, que no contiene elementos discriminatorios, insultos o amenazas hacia grupos o individuos específicos. la frase ""es más estúpido robar"" no contiene lenguaje discriminatorio ni promueve la discriminación o la intolerancia.",no hate
Es más estúpido robar.,,,,8,2024-05-03T16:56:49.000Z,0,"la explicación del post es que no contiene elementos que sugieran hate speech. el post es un simple juicio moral sobre el robo, sin contenido discriminatorio, insultante o de odio hacia una persona o grupo en particular. no hay palabras o frases que promuevan la discriminación, la intolerancia o la violencia hacia alguien basada en su raza, género, religión, orientación sexual o cualquier otra característica. por lo tanto, no se considera hate speech.",no hate
Estupido???,,,,670,2024-05-07T08:58:33.000Z,estupido,"la explicación del post es que es un ejemplo de hate speech. el lenguaje utilizado es agresivo y ofensivo, ya que utiliza un término despectivo y no tiene un contexto que lo justifique. en un contexto de habla, este tipo de lenguaje puede generar un ambiente de discriminación y hostilidad, y puede afectar negativamente a la persona que es objeto de la agresión verbal.",hate
Eiii estúpido si van EDITAR VIDEOS CON I.A por lo menos busquen en idioma latino no GALLEGO  VAYA MANERA DE PASAR PENA!....,,,,4,2024-05-01T21:08:24.000Z,"estúpido, gallego, vaya, pasar pena","el post en cuestión puede ser clasificado como hate speech, ya que contiene lenguaje ofensivo y discriminatorio. la palabra ""estúpido"" es un término despectivo que se utiliza para insultar y desvalorizar a alguien. además, el autor del post hace una referencia a la nacionalidad (galega) y el idioma (latino) como si fuera una característica negativa, lo que puede ser considerado como un ataque a la identidad y la cultura de una persona o grupo. el tono del post es agresivo y despectivo, y su objetivo aparente es ofender y humillar a alguien.",hate
Que comentario tan estúpido... No sé trata de Lombana se trata de que gane un candidato que apoya a un maleante que está escondido en una embajada. Cualquier panameño decente se escandalizaria por eso.,,6.0,,125,2024-05-05T23:57:00.000Z,"maleante, embajada","la explicación del post es un ejemplo de hate speech, ya que contiene un lenguaje discriminatorio y ofensivo hacia un individuo o grupo (en este caso, un candidato político y un panameño en general). el post también contiene un tono agresivo y despectuoso, lo que puede generar un ambiente de intimidación y exclusión. además, el uso de palabras como ""maleante"" y ""escondido en una embajada"" sugiere una falta de respeto y consideración hacia la dignidad y la integridad de la persona involucrada.",hate
"Pero como que a Havertz y a Rice les ha ido mejor fuera del Chelsea si no han ganado nada? Rice no ha ganado nada jamás mientras que Chelsea sí ganó sin él, y Havertz fuera de Chelsea tampoco ganó nada.

Eres estúpido o no conectas los dedos al cerebro antes de escribir?",,3.0,,392,2024-05-07T22:20:39.000Z,estúpido,"la explicación del post es un ejemplo de crítica constructiva y no de hate speech. el autor del post está comparando el rendimiento de dos jugadores de fútbol, kai havertz y michael rice, en relación con su experiencia en el club chelsea. el autor está sugiriendo que, a pesar de haber jugado en el club, no han ganado nada significativo, lo que sugiere que su presencia en el equipo no ha sido clave para el éxito del club. la crítica es constructiva en la medida en que se enfoca en el rendimiento de los jugadores y no en ataques personales o discriminatorios. no contiene elementos de odio, intolerancia o discriminación, y no puede ser considerado como hate speech.",hate
Es un Estúpido eso es todo,,1.0,,9,2024-05-04T14:04:05.000Z,0,"la explicación del post es que no contiene elementos que indiquen hate speech. el lenguaje utilizado es un insulto generalizado y no apunta a un grupo específico de personas basado en características como raza, género, religión, etc. el contexto de habla no está claro, pero en general, el uso de un insulto no es considerado hate speech si no se dirige a un grupo específico o se utiliza para promover odio o discriminación.",no hate
El que nace estupido es estupido y el que nace burro es burro,,,,32,2024-05-02T03:09:09.000Z,"estupido, burro","la explicación del post es que se trata de un ejemplo de un dicho o proverbio común, que se refiere a la idea de que la inteligencia y las habilidades son innatas y no pueden ser cambiadas o mejoradas con el tiempo o la educación. el post no contiene elementos de odio, discriminación o intolerancia, ni se dirige a un grupo específico de personas. en su lugar, se trata de una simple afirmación que no tiene un contenido político o socialmente cargado. por lo tanto, no se considera hate speech.",hate
"Ya todo el mundo compro, decreto estupido @AlfredoJuncaW",,,,79,2024-05-04T18:44:01.000Z,0,"el post es un ejemplo de hate speech cuando se considera en el contexto en que se encuentra. en este caso, el post contiene un lenguaje discriminatorio y despectivo hacia una persona identificada por su nombre y apellidos, @alfredojuncaw, lo que puede ser considerado como una forma de bullying o acoso en línea. el uso de la palabra ""estupido"" es un ejemplo de lenguaje abusivo y discriminatorio que puede causar daño emocional y crear un entorno hostil en línea.",no hate
"Mulino debe correr, debe tener su día de elecciones, la CSJ no creo que vaya a inhabilitarlo de manera alguna, de repente si dejar jurisprudencia que llene ese vacío estúpido que dejó el TE, pero Mulino no va a ganar este domingo.  No tiene los números, nunca los tuvieron.",1.0,,,146,2024-04-30T18:50:55.000Z,0,"la explicación del post es un texto que contiene un mensaje crítico y negativo sobre una figura pública, en este caso, mulino, un candidato a la elección de un cargo público. el autor del post expresa su opinión sobre la improbabilidad de que mulino gane las elecciones y critica su capacidad para liderar, utilizando un tono despectivo y descalificador.

en cuanto a si se trata de hate speech o no, es importante destacar que el post no contiene contenido violento, intimidatorio o discriminatorio hacia mulino o cualquier otra persona. aunque el lenguaje utilizado es negativo y crítico, no supera el umbral del hate speech, que se define como el uso de lenguaje o imágenes que promuevan el odio, la discriminación, la intimidación o la violencia hacia personas o grupos por motivos como su raza, religión, género, orientación sexual, nacionalidad o cualquier otra característica protegida por la ley.",no hate
Por eso que te meten preso estupido,,1.0,,8,2024-05-04T12:07:10.000Z,estupido,"el post en cuestión contiene un lenguaje agresivo y discriminatorio, ya que utiliza la palabra ""estupido"" para referirse a alguien que ha sido encarcelado. esto puede ser considerado hate speech, ya que se utiliza un lenguaje que promueve la discriminación y la deshumanización de una persona en función de su situación social o condición. el contexto en el que se utiliza este lenguaje puede ser relevante, ya que puede ser parte de una conversación o discusión en la que se critica o se condena la justicia penal, pero si no se proporciona contexto adicional, es importante considerar que el lenguaje utilizado puede ser considerado ofensivo y discriminatorio.",hate
Que Estupido quien hizo esto pero Pa que le duela lombana presidente,,1.0,,11,2024-05-04T18:14:59.000Z,0,"el post en cuestión puede ser considerado como hate speech porque contiene un lenguaje agresivo y ofensivo hacia una figura política (el presidente). la frase ""estupido"" es un término despectivo y peyorativo, y la amenaza implícita de dolor (""le duela lombana"") sugiere una actitud violenta y hostil hacia la persona en cuestión. el contexto de habla no proporciona información adicional que sugiera una interpretación diferente.",no hate
Y además que ni siquiera por quien voy a votar... ves que eres un estúpido idiota de la verga?,,,,4,2024-05-02T02:07:20.000Z,"estúpido, idiota, verga","la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene un lenguaje ofensivo, insultante y discriminatorio hacia una persona o grupo de personas (en este caso, el autor del post). el uso de palabras como ""estúpido idiota"" y la referencia a una parte del cuerpo (la verga) son ejemplos de lenguaje abusivo y despectivo. además, el contexto en que se expresa es hostil y agresivo, lo que sugiere una intención de dañar o humillar al destinatario.",hate
"Estúpido pueblo no atiende esto ni  lo que pasó a sobrino de Castalia Pascual, desgraciadamente son obra de hogares, ESCUELAS, iglesias, medios y sucia POLITIQUERÍA",,1.0,,288,2024-05-05T17:30:44.000Z,"estúpido, pueblo, sucia, politiquería","la explicación del post es que contiene elementos de hate speech, ya que utiliza lenguaje peyorativo y generalizado hacia un grupo de personas (el ""pueblo"") y menciona la responsabilidad de instituciones y grupos específicos (hogares, escuelas, iglesias, medios y política) en un suceso negativo. el uso de palabras como ""estúpido"" y ""sucia"" para describir a un grupo de personas es un ejemplo de lenguaje discriminatorio y hostil.",hate
"No mide siquiera sus palabras el muy ""estúpido"". Es decir, que él considera que ""no se debe permitir"" que la voluntad popular prevalezca. ¡Pobre Diablo!",1.0,1.0,,55,2024-05-01T22:58:48.000Z,"estúpido, diablo","el post en cuestión puede ser clasificado como hate speech (discurso de odio) ya que contiene un lenguaje ofensivo y discriminatorio hacia una persona en particular, utilizando términos peyorativos y despectivos como ""estúpido"" y ""diablo"". el contexto de habla sugiere que se está describiendo a alguien que tiene una opinión diferente y se está ridiculizando y calificando de manera negativa. el lenguaje utilizado es agresivo y hostil, lo que puede generar un ambiente de miedo y exclusión en el entorno en el que se publica el post.",hate
Si ser estúpido fuera una profesión esta señora seria una de sus mayores exponentes,,,,2,2024-05-07T14:22:44.000Z,"señora, estúpido","el post en cuestión puede ser considerado como hate speech debido a que contiene un comentario despectuoso y discriminatorio hacia una persona, en este caso, una mujer. la utilización de la palabra ""señora"" sugiere que el autor del post tiene una actitud negativa y condescendiente hacia la persona en cuestión, lo que puede generar un ambiente de discriminación y exclusión. además, el uso del término ""estúpido"" como una profesión puede ser interpretado como un insulto y una forma de burla. en general, el post promueve una actitud de desprecio y desconsideración hacia una persona, lo que es incompatible con los valores de respeto y dignidad que deben ser respetados en cualquier contexto.",hate
Semejante argumento estúpido,,1.0,1.0,33,2024-05-04T14:18:37.000Z,0,"el post en cuestión no contiene contenido que pueda ser clasificado como hate speech. el término ""estúpido"" es un insulto, pero no se dirige a una persona o grupo específico y no contiene contenido discriminatorio o despectivo hacia una raza, religión, género, orientación sexual, nacionalidad o cualquier otra característica protegida. el post parece ser una crítica generalizada y no dirigida a una persona o grupo en particular, por lo que no se considera hate speech.",no hate
"Y a ti que te importa que pase con los ""Ñaños"" estas preocupado de que no le gustes a ninguno? Estúpido",,2.0,,92,2024-05-05T01:58:38.000Z,"ñaños, estúpido","la explicación del post es hate speech porque contiene lenguaje ofensivo y discriminatorio hacia una minoría, en este caso, la comunidad lgbtq+ (referida como ""ñaños""). el uso de la palabra ""estúpido"" como insulto y la pregunta retórica que sugiere que alguien se preocupe por la aprobación de otros son características comunes del hate speech, que buscan marginalizar y degradar a una persona o grupo de personas.",hate
Y así te ves como un estúpido por creer que los votos se botan... Hay que empezar a atender las ignorancias de la población.,,,,97,2024-05-05T20:54:33.000Z,0,"el post en cuestión puede ser considerado como hate speech (discurso de odio) en el sentido de que contiene un lenguaje despectivo y discriminatorio hacia una parte de la población. la palabra ""estúpido"" es utilizada para describir a alguien que tiene una opinión diferente, lo que puede ser considerado como un insulto y un ataque personal. además, el post parece estar dirigido a una audiencia específica, posiblemente a aquellos que no comparten la misma opinión política o social, lo que puede ser interpretado como un intento de intimidación o exclusión.

sin embargo, es importante destacar que la interpretación del post puede variar según el contexto en el que se encuentra y el lenguaje utilizado. si se está discutiendo en un foro político o en un entorno en el que se está debatiendo una idea, el lenguaje utilizado puede ser considerado como un debate constructivo y no como hate speech. sin embargo, si se está utilizando en un contexto en el que se está promoviendo la discriminación o la exclusión, entonces el post puede ser considerado como hate speech",no hate
"Millonario, pero pobre de mente y falta de inteligencia! @gabycarrizoj yo no soy de estupido y no soy ignorante! @gabycarrizoj no vas!",,3.0,,54,2024-05-02T00:01:09.000Z,"pobre, mente, estupido, ignorante","el post en cuestión puede ser clasificado como hate speech, ya que contiene elementos de insulto y desprecio hacia una persona específica, en este caso, @gabycarrizoj. la utilización de palabras como ""pobre de mente"" y ""falta de inteligencia"" para describir a alguien es un tipo de lenguaje discriminatorio y ofensivo, que puede causar daño emocional y social a la persona afectada.

además, el post también contiene una amenaza implícita, al decir ""no vas!"", lo que puede ser considerado como una forma de intimidación o acoso. en general, el lenguaje utilizado en este post no solo es grosero y desagradable, sino que también puede ser perjudicial y dañino para la persona a la que se dirige.",hate
Estúpido sería decir que el fugitivo pagó.,,,,9,2024-05-03T03:45:13.000Z,0,"la explicación del post es que es un ejemplo de hate speech, ya que utiliza un lenguaje ofensivo y discriminatorio contra una persona o grupo de personas, en este caso, un fugitivo. el uso del término ""estúpido"" tiene connotaciones negativas y puede ser considerado como un acto de discriminación y exclusión.",no hate
"El uribismo estúpido siempre está presente para salir a criticar todo lo q sea en beneficio del pueblo por parte del presidente Petro, y eso es fácil de entender ya q hace rato vendieron sus conciencias al engendro del mal.",,,,1,2024-05-05T14:41:58.000Z,"uribismo, estúpido, mal","el post en cuestión contiene un lenguaje agresivo y peyorativo hacia un grupo de personas, en este caso, el uribismo, que se refiere a un movimiento político en colombia. el autor del post está expresando su desaprobación hacia la crítica que el uribismo hace al presidente petro, y lo describe como ""estúpido"" y que ha ""vendido sus conciencias al engendro del mal"". este tipo de lenguaje puede ser considerado como hate speech, ya que contiene elementos de discriminación y desprecio hacia un grupo de personas.",hate
Aja pero en tu culo estupido,,,1.0,5,2024-05-07T05:18:24.000Z,"culo, estupido","el post en cuestión contiene un lenguaje ofensivo y despectivo, específicamente la palabra ""estupido"" utilizada como insulto. en este contexto, el post puede ser considerado como hate speech, ya que está dirigido a alguien en particular y tiene un tono agresivo y discriminatorio. el uso de lenguaje ofensivo y discriminatorio puede generar un ambiente hostil y excluyente, y puede ser considerado como una forma de bullying o acoso en línea.",hate
CALL CENTER ESTÚPIDO,,1.0,1.0,20,2024-05-04T23:02:11.000Z,estúpido,"la explicación del post es que es un ejemplo de lenguaje despectivo o insulto dirigido a una institución o lugar de trabajo, en este caso, un centro de llamadas. el uso de la palabra ""estúpido"" es un ejemplo de lenguaje hostil y ofensivo, que puede ser considerado como hate speech en algunos contextos. sin embargo, es importante considerar que el contexto en el que se utiliza el lenguaje también es relevante. si se utiliza en un contexto de humor o ironía, puede ser interpretado como un ejemplo de lenguaje sarcástico o crítico, pero no necesariamente como hate speech. sin embargo, si se utiliza en un contexto que promueva la discriminación o la exclusión, puede ser considerado como hate speech.",hate
te llamé estupido ingenuo y esta es tu respuesta?  buenas noches,,,1.0,13,2024-05-08T01:59:37.000Z,"estupido, ingenuo","la explicación del post es que no se trata de hate speech, ya que no se contiene lenguaje o expresiones que promuevan la discriminación, la exclusión o la violencia hacia una persona o grupo de personas. el lenguaje utilizado es agresivo y ofensivo, pero no cumple con los criterios de hate speech. el contexto de habla es importante, ya que se trata de una respuesta a alguien que ha llamado a otra persona de manera insultante, lo que sugiere un intercambio de insultos y no una intención explícita de promover la discriminación.",hate
Y en que momento dije que iban a eliminar a los 3? JAJAJAJA Deje de ser tan estúpido y tenga mejor comprensión lectora idiota,,,1.0,27,2024-05-05T02:49:30.000Z,"estúpido, idiota","la explicación del post es que es un ejemplo de hate speech, ya que contiene un lenguaje agresivo y discriminatorio dirigido a una persona o grupo de personas. en este caso, el lenguaje utilizado es ofensivo y humillante, y su objetivo es herir la autoestima y la dignidad de la persona a quien se dirige. el uso de palabras como ""lectora idiota"" y ""estúpido"" es un ejemplo de lenguaje discriminatorio y ofensivo, y no tiene lugar en un contexto de diálogo civilizado y respetuoso.",hate
"Eres un estupido , por tu culpa y apoyo lombana nos montaran a mulino imbecil .",,,,80,2024-05-05T23:50:19.000Z,"estupido, lombana, mulino, imbecil","el post en cuestión es un ejemplo claro de hate speech. el lenguaje utilizado es agresivo, insultante y discriminatorio, dirigido hacia una persona o grupo de personas en particular. la utilización de palabras como ""estupido"" y ""imbecil"" tiene un efecto negativo y ofensivo, y su objetivo es generar rechazo y desprecio hacia la persona o grupo al que se dirige. además, la referencia a una supuesta ""apoyo lombana"" sugiere una forma de discriminación basada en la raza o la etnia. en general, el post incumple los estándares de respeto y tolerancia en la comunicación y viola los derechos humanos de la persona o grupo al que se dirige.",hate
"1. es un ser humano igual que todos nosotros, intolerantes.
2, prefieres seguir con el pais hasta la vrga o con un lombana de cristal? ah pedazo de estupido",,1.0,,44,2024-05-01T22:17:38.000Z,0,"la explicación del post es que contiene elementos de hate speech. el post utiliza un lenguaje despectivo y ofensivo hacia una persona, calificándola de ""estupido"" y manifestando una actitud de intolerancia y discriminación. el contexto de habla sugiere que el autor del post tiene una actitud negativa y discriminatoria hacia la persona en cuestión, lo que viola los principios de respeto y tolerancia en la comunicación.",no hate
"No lo veas y así no eres estúpido, deja de andar fantaseando con problemas que no existen.",,,1.0,13,2024-05-01T15:10:55.000Z,0,"la explicación del post es que es un ejemplo de hate speech, ya que contiene un lenguaje despectivo y hostil hacia una persona o grupo de personas (en este caso, hacia aquellos que ""fantasean con problemas que no existen""). el lenguaje utilizado es agresivo y connotado negativamente, lo que puede generar un ambiente de intimidación y exclusión.",no hate
"Deuda hubo, hay y siempre habrá pedazo de imbécil, la deuda que ya tenemos no es solamente por la mina, creer ciegamente que reabrir las operaciones mineras de una compañía con ideales COLONIALISTAS va a salvar a Panamá de la deuda es lo más estúpido que he leído.",,,3.0,94,2024-05-07T15:07:45.000Z,"imbécil, colonialistas, estúpido","la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene lenguaje insultante y discriminatorio dirigido hacia una persona o grupo de personas (en este caso, personas con ideales colonialistas) y se utiliza para atacar y desacreditar su pensamiento y acción. el uso de palabras como ""imbécil"" y ""estúpido"" tiene como objetivo herir la dignidad y la reputación de la persona o grupo objeto de la crítica. además, el post no solo critica sino que también ridiculiza y desprecia, lo que es un tipo de hate speech que busca generar sentimientos negativos y de rechazo hacia la persona o grupo objetivo.",hate
No me interesa lo que pienses que si tengo un talento podrido o algo por el estilo no me interesa Yo sigo tranquila ese poco de estúpido que critican mi talento son los que escuchan basuras como Bad Bunny,,,,24,2024-05-01T01:19:00.000Z,0,"la explicación del post es que no se trata de hate speech. el autor del post está expresando su opinión sobre la relevancia de su talento y la crítica que recibe, y se refiere a los críticos como ""estúpidos"" y ""escuchan basuras"", lo que es un lenguaje fuerte pero no discriminatorio ni de odio. el post no contiene contenido que promueva la discriminación, la violencia o el odio hacia una persona o grupo en particular, por lo que no se considera hate speech.",no hate
Estos fracasados politiqueros creen que el elector es tan estúpido para imitar su particular desición de votar por el ungido del fugitivo. Por eso el cobijado Melitón se fue con el hijo del dictador; sucia Polítiqueria,,,,75,2024-04-30T13:45:32.000Z,"fracasados, politiqueros, estúpido, fugitivo, cobijado, sucia","la explicación del post es que es un ejemplo de hate speech, ya que contiene palabras y frases que tienen un contenido discriminatorio y ofensivo hacia ciertos grupos de personas, en este caso, los políticos y el hijo del dictador. el lenguaje utilizado es agresivo y despectivo, y su intención es generar sentimiento de odio y desprecio hacia estos grupos.",hate
"Yo lo único y lo primero que espero q solucione, es el estúpido tramite de la placa!

Que aplique todos sus conocimientos de  Nerd Informático para evitarnos tener q ir a perder un día haciendo una estúpida fila para poder pagar y retirar esa vaina!",,5.0,,192,2024-05-06T21:54:46.000Z,0,"la explicación del post es que no se considera hate speech, ya que no contiene lenguaje discriminatorio, despectivo o violento hacia cualquier grupo o individuo en particular. el autor del post está expresando frustración y disgusto hacia un proceso administrativo, utilizando un lenguaje informal y coloquial, pero no contiene contenido que promueva odio, discriminación o violencia. el contexto es un comentario sobre una situación específica y no tiene intención de ofender o marginalizar a nadie.",no hate
"Yo quiero saber quien voto por Mulino?
Post que veo: Lombana
Historia que veo: Lombana
Tweet que veo: Lombana
Estado que veo: Lombana

1. Son los viejos que votan porque Martinelli ""Robó pero hizo"" 
2. El pueblo es muy estúpido 
3. Hay fraude electoral",2.0,3.0,,142,2024-05-05T23:38:54.000Z,"robó, estúpido, fraude","la explicación del post es que se trata de un ejemplo de hate speech, ya que contiene expresiones discriminatorias y despectivas hacia personas de una edad específica (los ""viejos"") y hacia el pueblo en general, calificándolo de ""estúpido"". además, se hace una afirmación generalizada y despectuosa sobre la población que vota por un candidato político. es importante destacar que el lenguaje utilizado es discriminatorio y puede generar sentimiento de exclusión y rechazo en las personas afectadas.",hate
